Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_BP_DIRECT,GO:0010243~response to organonitrogen compound,4,0.549450549,0.017231304,"P40261, Q9Y618, P49721, P38936",681,14,16792,7.045101741,1,0.502550104,0.494733842
GOTERM_BP_DIRECT,GO:0001568~blood vessel development,6,0.824175824,0.017830347,"P02452, P06756, Q13905, P08123, P20908, Q9UBM7",681,38,16792,3.893345699,1,0.510822839,0.502877909
GOTERM_BP_DIRECT,GO:0008344~adult locomotory behavior,7,0.961538462,0.018056657,"P04080, Q15813, P13637, Q99497, P09543, P48444, P50993",681,52,16792,3.319326782,1,0.510822839,0.502877909
GOTERM_BP_DIRECT,GO:0034097~response to cytokine,7,0.961538462,0.018056657,"P42224, P16298, P15407, P29590, P04818, P09486, P23497",681,52,16792,3.319326782,1,0.510822839,0.502877909
GOTERM_BP_DIRECT,GO:0008285~negative regulation of cell proliferation,26,3.571428571,0.01917709,"Q9Y3S1, O75569, P15407, P29590, Q16270, Q00534, O15357, P39060, Q9BRK4, P49715, Q13043, P40763, P23381, P38936, P35222, Q02750, Q8IVL6, P37198, Q96BF6, Q01955, P35232, Q32P28, Q99816, P42771, O43294, P04179",681,396,16792,1.618950148,1,0.537148402,0.528794026
GOTERM_BP_DIRECT,GO:0008652~cellular amino acid biosynthetic process,5,0.686813187,0.019607813,"P00505, P0DN79, P17174, O94925, Q53H96",681,26,16792,4.741895403,1,0.543828457,0.535370185
GOTERM_BP_DIRECT,GO:0016925~protein sumoylation,11,1.510989011,0.020391181,"P37198, Q9UBE0, Q99567, Q8NCF5, Q5SRE5, P29590, P42771, P78406, P23497, Q8WUM0, Q9NS56",681,117,16792,2.318259975,1,0.560064571,0.551353775
GOTERM_BP_DIRECT,GO:0048146~positive regulation of fibroblast proliferation,7,0.961538462,0.021415262,"Q16832, Q00534, P09619, P11802, P29590, P38936, P02751",681,54,16792,3.196388753,1,0.571922536,0.563027311
GOTERM_BP_DIRECT,GO:0006418~tRNA aminoacylation for protein translation,6,0.824175824,0.021887905,"P49591, P41250, P23381, Q12904, O43776, Q9NYK5",681,40,16792,3.698678414,1,0.571922536,0.563027311
GOTERM_BP_DIRECT,GO:0007044~cell-substrate junction assembly,3,0.412087912,0.022035898,"P23229, P02751, Q9Y490",681,6,16792,12.32892805,1,0.571922536,0.563027311
GOTERM_BP_DIRECT,GO:0048524~positive regulation of viral process,3,0.412087912,0.022035898,"Q96EY5, Q99816, P51149",681,6,16792,12.32892805,1,0.571922536,0.563027311
GOTERM_BP_DIRECT,GO:0046134~pyrimidine nucleoside biosynthetic process,3,0.412087912,0.022035898,"P33316, Q02127, P04818",681,6,16792,12.32892805,1,0.571922536,0.563027311
GOTERM_BP_DIRECT,GO:0006189~'de novo' IMP biosynthetic process,3,0.412087912,0.022035898,"O15067, P31939, P22234",681,6,16792,12.32892805,1,0.571922536,0.563027311
GOTERM_BP_DIRECT,GO:0007420~brain development,15,2.06043956,0.022684907,"Q9NP72, P16949, O00186, Q06124, O75386, Q6KC79, Q05086, P54920, P84074, P68402, Q16555, Q66K74, Q9H0F6, Q15102, Q16650",681,190,16792,1.94667285,1,0.582894238,0.573828368
GOTERM_BP_DIRECT,GO:0071300~cellular response to retinoic acid,8,1.098901099,0.022870718,"P02452, Q92769, P07947, Q7Z333, O43464, P13646, P24821, Q13308",681,70,16792,2.818040696,1,0.582894238,0.573828368
GOTERM_BP_DIRECT,GO:0002576~platelet degranulation,10,1.373626374,0.023795839,"Q9UHQ9, P07602, P18206, Q92520, P09486, P05121, Q5JVS0, P07996, P02751, Q9Y490",681,103,16792,2.393966611,1,0.594244403,0.585002002
GOTERM_BP_DIRECT,GO:0030163~protein catabolic process,6,0.824175824,0.024123814,"Q9UIQ6, P07339, P62333, P62195, P62191, P35998",681,41,16792,3.608466745,1,0.594244403,0.585002002
GOTERM_BP_DIRECT,GO:0070527~platelet aggregation,6,0.824175824,0.024123814,"P18206, O00186, O00299, Q13418, P04792, Q9Y490",681,41,16792,3.608466745,1,0.594244403,0.585002002
GOTERM_BP_DIRECT,GO:0000226~microtubule cytoskeleton organization,8,1.098901099,0.024518894,"Q15813, P09543, O75147, Q5M775, Q14194, Q66K74, P46821, P78559",681,71,16792,2.778349982,1,0.594244403,0.585002002
GOTERM_BP_DIRECT,GO:0035458~cellular response to interferon-beta,4,0.549450549,0.024968207,"P61086, P42224, O43464, Q8TCS8",681,16,16792,6.164464023,1,0.594244403,0.585002002
GOTERM_BP_DIRECT,GO:0043162~ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,4,0.549450549,0.024968207,"Q96EY5, Q9UN37, Q99816, Q9H3S7",681,16,16792,6.164464023,1,0.594244403,0.585002002
GOTERM_BP_DIRECT,GO:0061136~regulation of proteasomal protein catabolic process,4,0.549450549,0.024968207,"P82094, P61289, Q06323, O00487",681,16,16792,6.164464023,1,0.594244403,0.585002002
GOTERM_BP_DIRECT,GO:0001649~osteoblast differentiation,10,1.373626374,0.025152277,"P02452, O94874, P12109, P35232, P49327, Q9NR30, P24821, P35998, O75165, P06576",681,104,16792,2.370947701,1,0.594244403,0.585002002
GOTERM_BP_DIRECT,GO:0010107~potassium ion import,5,0.686813187,0.025206549,"P54709, P13637, P05023, P50993, P05026",681,28,16792,4.403188588,1,0.594244403,0.585002002
GOTERM_BP_DIRECT,GO:0006629~lipid metabolic process,13,1.785714286,0.026009145,"Q86V21, P01130, Q9NP80, P55058, Q86UY6, P11413, Q01469, P68402, P25705, Q15102, Q99714, Q6P1M0, P06576",681,157,16792,2.041733307,1,0.606014367,0.596588905
GOTERM_BP_DIRECT,GO:0009411~response to UV,6,0.824175824,0.026501604,"Q13049, Q8TDC3, Q92466, Q9NZJ0, P29590, P10155",681,42,16792,3.522550871,1,0.606014367,0.596588905
GOTERM_BP_DIRECT,GO:0045471~response to ethanol,10,1.373626374,0.026562666,"Q86V21, P49411, P00505, P06241, P24821, P04818, P09486, P11413, O00487, P40763",681,105,16792,2.348367247,1,0.606014367,0.596588905
GOTERM_BP_DIRECT,GO:0051091~positive regulation of sequence-specific DNA binding transcription factor activity,10,1.373626374,0.026562666,"Q99623, Q13049, Q14258, Q16832, Q99497, Q7Z434, P15407, P14923, P35222, P23497",681,105,16792,2.348367247,1,0.606014367,0.596588905
GOTERM_BP_DIRECT,GO:0006099~tricarboxylic acid cycle,5,0.686813187,0.028330634,"P31040, P40925, P50213, P21399, P48735",681,29,16792,4.251354499,1,0.631081608,0.62126627
GOTERM_BP_DIRECT,GO:0048008~platelet-derived growth factor receptor signaling pathway,5,0.686813187,0.028330634,"Q12965, P09619, Q13905, Q06124, P56945",681,29,16792,4.251354499,1,0.631081608,0.62126627
GOTERM_BP_DIRECT,GO:0001937~negative regulation of endothelial cell proliferation,5,0.686813187,0.028330634,"P42224, P25705, Q12904, P09486, P07996",681,29,16792,4.251354499,1,0.631081608,0.62126627
GOTERM_BP_DIRECT,GO:0034613~cellular protein localization,6,0.824175824,0.029023781,"Q96NE9, P57088, Q6IAA8, P10114, P35222, Q6KC79",681,43,16792,3.440631083,1,0.638783552,0.628848425
GOTERM_BP_DIRECT,GO:0007160~cell-matrix adhesion,9,1.236263736,0.02932067,"P18206, P05556, P06756, P16144, P23229, P35222, Q13418, P50895, P26006",681,90,16792,2.465785609,1,0.638783552,0.628848425
GOTERM_BP_DIRECT,GO:0007030~Golgi organization,8,1.098901099,0.029947537,"P42858, Q14789, O75147, P49755, Q9UNZ2, Q86YS6, Q9BVK6, P62820",681,74,16792,2.665714172,1,0.638783552,0.628848425
GOTERM_BP_DIRECT,GO:0045822~negative regulation of heart contraction,3,0.412087912,0.030031182,"P16615, P05023, P50993",681,7,16792,10.56765261,1,0.638783552,0.628848425
GOTERM_BP_DIRECT,GO:0016255~attachment of GPI anchor to protein,3,0.412087912,0.030031182,"Q9H490, Q96S52, Q92643",681,7,16792,10.56765261,1,0.638783552,0.628848425
GOTERM_BP_DIRECT,"GO:2000144~positive regulation of DNA-templated transcription, initiation",3,0.412087912,0.030031182,"Q7Z333, P15407, P35222",681,7,16792,10.56765261,1,0.638783552,0.628848425
GOTERM_BP_DIRECT,GO:0045773~positive regulation of axon extension,5,0.686813187,0.031674669,"Q13418, Q9UPN3, P46821, P32004, P02751",681,30,16792,4.109642682,1,0.65442779,0.644249344
GOTERM_BP_DIRECT,GO:0033574~response to testosterone,5,0.686813187,0.031674669,"Q13126, P49321, P11802, P78330, P07996",681,30,16792,4.109642682,1,0.65442779,0.644249344
GOTERM_BP_DIRECT,GO:0009058~biosynthetic process,5,0.686813187,0.031674669,"Q6YP21, P00505, Q3SY69, Q9HDC9, P49327",681,30,16792,4.109642682,1,0.65442779,0.644249344
GOTERM_BP_DIRECT,GO:0061025~membrane fusion,6,0.824175824,0.031692571,"Q86Y82, Q99653, Q9UNZ2, O14653, Q9HC10, P54920",681,44,16792,3.362434922,1,0.65442779,0.644249344
GOTERM_BP_DIRECT,GO:1900034~regulation of cellular response to heat,8,1.098901099,0.031923307,"P37198, Q13554, Q99567, Q5SRE5, Q8N122, P78406, P25685, Q8WUM0",681,75,16792,2.630171317,1,0.65442779,0.644249344
GOTERM_BP_DIRECT,GO:0030433~ER-associated ubiquitin-dependent protein catabolic process,7,0.961538462,0.033946784,"P62333, P62195, Q13438, P14625, P62191, P35998, Q9BUN8",681,60,16792,2.876749878,1,0.690902527,0.680156783
GOTERM_BP_DIRECT,GO:0032781~positive regulation of ATPase activity,5,0.686813187,0.035240416,"P20338, P54709, Q5JTV8, P25685, P05026",681,31,16792,3.977073564,1,0.712108113,0.701032554
GOTERM_BP_DIRECT,GO:0045454~cell redox homeostasis,8,1.098901099,0.036132114,"Q8NBS9, Q9BS26, Q6DKJ4, P30041, Q13162, O14530, P30044, P30048",681,77,16792,2.561855179,1,0.724948588,0.713673318
GOTERM_BP_DIRECT,GO:0019509~L-methionine biosynthetic process from methylthioadenosine,3,0.412087912,0.038982231,"Q13126, P49770, Q96GX9",681,8,16792,9.246696035,1,0.740248402,0.728735172
GOTERM_BP_DIRECT,GO:0032471~negative regulation of endoplasmic reticulum calcium ion concentration,3,0.412087912,0.038982231,"P21980, P52306, O14983",681,8,16792,9.246696035,1,0.740248402,0.728735172
GOTERM_BP_DIRECT,GO:2000641~regulation of early endosome to late endosome transport,3,0.412087912,0.038982231,"P36507, Q02750, O75165",681,8,16792,9.246696035,1,0.740248402,0.728735172
GOTERM_BP_DIRECT,GO:0006475~internal protein amino acid acetylation,3,0.412087912,0.038982231,"P04424, O14929, P41227",681,8,16792,9.246696035,1,0.740248402,0.728735172
GOTERM_BP_DIRECT,GO:0046034~ATP metabolic process,5,0.686813187,0.039028985,"P00568, P50993, P05026, P12883, P06576",681,32,16792,3.852790015,1,0.740248402,0.728735172
GOTERM_BP_DIRECT,GO:0006409~tRNA export from nucleus,5,0.686813187,0.039028985,"P37198, Q99567, Q5SRE5, P78406, Q8WUM0",681,32,16792,3.852790015,1,0.740248402,0.728735172
GOTERM_BP_DIRECT,GO:0002026~regulation of the force of heart contraction,4,0.549450549,0.039511315,"P16615, P05023, P50993, P12883",681,19,16792,5.191127599,1,0.740248402,0.728735172
GOTERM_BP_DIRECT,GO:0009116~nucleoside metabolic process,4,0.549450549,0.039511315,"Q13126, P21108, P60891, P31939",681,19,16792,5.191127599,1,0.740248402,0.728735172
GOTERM_BP_DIRECT,GO:0043536~positive regulation of blood vessel endothelial cell migration,4,0.549450549,0.039511315,"Q16539, Q8IY63, P04792, P07996",681,19,16792,5.191127599,1,0.740248402,0.728735172
GOTERM_BP_DIRECT,GO:0042098~T cell proliferation,4,0.549450549,0.039511315,"P16298, P17812, P40306, P62942",681,19,16792,5.191127599,1,0.740248402,0.728735172
GOTERM_BP_DIRECT,GO:0031100~organ regeneration,6,0.824175824,0.040596702,"P60891, P40261, P11802, P31939, P38936, P13796",681,47,16792,3.147811416,1,0.755579411,0.743827734
GOTERM_BP_DIRECT,GO:0009611~response to wounding,7,0.961538462,0.041682829,"Q01469, P16144, Q12904, P24821, P02751, O14965, P14136",681,63,16792,2.739761788,1,0.770723683,0.758736464
GOTERM_BP_DIRECT,GO:0010827~regulation of glucose transport,5,0.686813187,0.04304086,"P37198, Q99567, Q5SRE5, P78406, Q8WUM0",681,33,16792,3.736038802,1,0.790666185,0.778368797
GOTERM_BP_DIRECT,GO:0006914~autophagy,11,1.510989011,0.043844652,"P07339, P16144, Q92609, Q96EY5, Q9UN37, Q99497, Q9UID3, Q99816, Q66K74, A5D8V6, P62820",681,133,16792,2.039371557,1,0.800235609,0.787789385
GOTERM_BP_DIRECT,GO:0008217~regulation of blood pressure,7,0.961538462,0.047409376,"Q9UIQ6, P08123, Q9NZ08, P05023, P50993, Q6P179, P04179",681,65,16792,2.655461426,1,0.855526902,0.842220722
GOTERM_BP_DIRECT,GO:0007229~integrin-mediated signaling pathway,9,1.236263736,0.04747887,"P05556, P06756, P16144, P23229, Q9H0C8, Q06124, Q13418, P56945, P26006",681,99,16792,2.241623281,1,0.855526902,0.842220722
GOTERM_BP_DIRECT,GO:0051561~positive regulation of mitochondrial calcium ion concentration,3,0.412087912,0.048798764,"P21980, P52306, O14983",681,9,16792,8.219285365,1,0.85746399,0.844127682
GOTERM_BP_DIRECT,GO:1990573~potassium ion import across plasma membrane,3,0.412087912,0.048798764,"P05023, P50993, P05026",681,9,16792,8.219285365,1,0.85746399,0.844127682
GOTERM_BP_DIRECT,GO:0034333~adherens junction assembly,3,0.412087912,0.048798764,"P18206, P14923, P35222",681,9,16792,8.219285365,1,0.85746399,0.844127682
GOTERM_BP_DIRECT,GO:0060020~Bergmann glial cell differentiation,3,0.412087912,0.048798764,"Q06124, Q02750, P14136",681,9,16792,8.219285365,1,0.85746399,0.844127682
GOTERM_BP_DIRECT,GO:0043066~negative regulation of apoptotic process,27,3.708791209,0.049257997,"P30044, Q969H8, Q96GX9, P30048, Q99623, Q9NR09, Q7Z333, P21980, P01138, P07996, O14965, P40763, Q92769, P09619, P14625, O43504, P38936, Q9NS56, P37198, P82094, Q8NBS9, Q86XL3, Q99497, Q99836, P04792, P10809, P04179",681,455,16792,1.463213439,1,0.860190574,0.846811859
GOTERM_BP_DIRECT,GO:0010629~negative regulation of gene expression,11,1.510989011,0.051776379,"P82094, P36507, P01130, Q99497, O15357, P06241, P38936, Q02750, Q9Y2B0, O00763, Q14254",681,137,16792,1.979827862,1,0.898621944,0.884645498
GOTERM_BP_DIRECT,GO:0045453~bone resorption,4,0.549450549,0.057463347,"Q9UBB6, O95716, P35222, P51149",681,22,16792,4.483246563,1,0.979300051,0.964068802
GOTERM_BP_DIRECT,GO:0039702~viral budding via host ESCRT complex,4,0.549450549,0.057463347,"Q96EY5, Q9UN37, Q99816, A5D8V6",681,22,16792,4.483246563,1,0.979300051,0.964068802
GOTERM_BP_DIRECT,GO:0045736~negative regulation of cyclin-dependent protein serine/threonine kinase activity,4,0.549450549,0.057463347,"O94992, P38936, P42771, P49715",681,22,16792,4.483246563,1,0.979300051,0.964068802
GOTERM_BP_DIRECT,GO:0071383~cellular response to steroid hormone stimulus,3,0.412087912,0.059396224,"P13637, P05023, P50993",681,10,16792,7.397356828,1,0.994271694,0.978807589
GOTERM_BP_DIRECT,GO:0051085~chaperone mediated protein folding requiring cofactor,3,0.412087912,0.059396224,"P25685, P10809, O14657",681,10,16792,7.397356828,1,0.994271694,0.978807589
GOTERM_BP_DIRECT,GO:0032486~Rap protein signal transduction,3,0.412087912,0.059396224,"Q13905, P10114, Q9Y3L5",681,10,16792,7.397356828,1,0.994271694,0.978807589
GOTERM_BP_DIRECT,"GO:0042147~retrograde transport, endosome to Golgi",7,0.961538462,0.060257147,"Q6VEQ5, Q92609, Q9UBQ0, Q9UID3, O15498, O14653, P51149",681,69,16792,2.501521633,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0034605~cellular response to heat,5,0.686813187,0.061310344,"Q92769, O43464, P05230, P38936, P07996",681,37,16792,3.332142715,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0090398~cellular senescence,4,0.549450549,0.064166459,"P29590, P38936, Q02750, P42771",681,23,16792,4.288322799,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0030316~osteoclast differentiation,4,0.549450549,0.064166459,"Q16539, P48200, P35222, P02786",681,23,16792,4.288322799,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0006695~cholesterol biosynthetic process,5,0.686813187,0.066425638,"Q03426, P11413, P14324, Q9UBM7, P48449",681,38,16792,3.244454749,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0034446~substrate adhesion-dependent cell spreading,5,0.686813187,0.066425638,"P06756, Q13418, P62820, P11047, P02751",681,38,16792,3.244454749,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0060333~interferon-gamma-mediated signaling pathway,7,0.961538462,0.067384576,"P42224, Q13554, Q14258, P30505, P29590, P32455, P23497",681,71,16792,2.431056235,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0010976~positive regulation of neuron projection development,8,1.098901099,0.068986134,"Q13554, Q7Z333, P06241, Q13905, Q14195, Q13308, O00213, P26006",681,89,16792,2.216436503,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0001525~angiogenesis,15,2.06043956,0.06970023,"Q16539, P06756, P23381, Q12904, Q63HN8, Q969H8, Q8N264, P43121, Q15582, P39060, P05230, P05121, Q9NZ08, P02751, P06576",681,223,16792,1.658600186,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0051764~actin crosslink formation,3,0.412087912,0.070695466,"Q14195, P13796, P13797",681,11,16792,6.724869844,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0090557~establishment of endothelial intestinal barrier,3,0.412087912,0.070695466,"Q99836, Q9Y3L5, P62820",681,11,16792,6.724869844,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0048333~mesodermal cell differentiation,3,0.412087912,0.070695466,"P05556, P16144, P26006",681,11,16792,6.724869844,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0060081~membrane hyperpolarization,3,0.412087912,0.070695466,"P22460, Q99497, P05023",681,11,16792,6.724869844,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0019511~peptidyl-proline hydroxylation,3,0.412087912,0.070695466,"O15460, Q32P28, Q8IVL6",681,11,16792,6.724869844,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0030335~positive regulation of cell migration,13,1.785714286,0.071132379,"Q13049, P02452, P06756, P09619, O95163, Q13418, P56945, P23229, P43121, P39060, P05230, Q13153, P07996",681,184,16792,1.742131137,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0048675~axon extension,4,0.549450549,0.071211571,"P18206, P05556, P16298, P46821",681,24,16792,4.109642682,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0030199~collagen fibril organization,5,0.686813187,0.0717553,"P02452, P28300, Q16832, P08123, P20908",681,39,16792,3.161263602,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0016049~cell growth,6,0.824175824,0.075585309,"P06756, P08195, P53384, Q6IAA8, Q8N122, P04818",681,56,16792,2.641913153,1,1,0.984794908
GOTERM_BP_DIRECT,GO:1901215~negative regulation of neuron death,5,0.686813187,0.077296121,"Q99497, O43464, P62191, P35222, P40763",681,40,16792,3.082232012,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0009615~response to virus,9,1.236263736,0.077990651,"O75569, P16949, Q00534, P15407, O43504, O75531, Q9NR30, P04792, Q99836",681,110,16792,2.017460953,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0042327~positive regulation of phosphorylation,4,0.549450549,0.078586846,"Q15811, P23229, Q13418, P07996",681,25,16792,3.945256975,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0001578~microtubule bundle formation,4,0.549450549,0.078586846,"P30622, Q99653, Q66K74, P46821",681,25,16792,3.945256975,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0015949~nucleobase-containing small molecule interconversion,4,0.549450549,0.078586846,"Q9Y3D8, P17812, P30085, P00568",681,25,16792,3.945256975,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0019551~glutamate catabolic process to 2-oxoglutarate,2,0.274725275,0.079353379,"P00505, P17174",681,2,16792,24.65785609,1,1,0.984794908
GOTERM_BP_DIRECT,"GO:0009051~pentose-phosphate shunt, oxidative branch",2,0.274725275,0.079353379,"P52209, P11413",681,2,16792,24.65785609,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0032470~positive regulation of endoplasmic reticulum calcium ion concentration,2,0.274725275,0.079353379,"P16615, O14983",681,2,16792,24.65785609,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0019550~glutamate catabolic process to aspartate,2,0.274725275,0.079353379,"P00505, P17174",681,2,16792,24.65785609,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0019322~pentose biosynthetic process,2,0.274725275,0.079353379,"P52209, P11413",681,2,16792,24.65785609,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0032482~Rab protein signal transduction,2,0.274725275,0.079353379,"P20338, P31150",681,2,16792,24.65785609,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0031247~actin rod assembly,2,0.274725275,0.079353379,"Q96GD0, P14625",681,2,16792,24.65785609,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0044861~protein transport into plasma membrane raft,2,0.274725275,0.079353379,"P30622, P05026",681,2,16792,24.65785609,1,1,0.984794908
GOTERM_BP_DIRECT,GO:2001295~malonyl-CoA biosynthetic process,2,0.274725275,0.079353379,"Q13085, O00763",681,2,16792,24.65785609,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0008152~metabolic process,12,1.648351648,0.07981883,"P42126, P22307, Q96KP4, P48200, Q9BYC2, P09110, P49327, Q9UBQ7, Q9NTX5, Q8NFF5, P78417, P21399",681,168,16792,1.761275435,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0031047~gene silencing by RNA,9,1.236263736,0.081235687,"P37198, Q99567, O15397, O75569, Q5SRE5, Q15631, P78406, Q8WUM0, Q92600",681,111,16792,1.999285629,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0006915~apoptotic process,31,4.258241758,0.081919163,"Q12904, Q14728, P29590, P30044, Q8IXM3, Q969H8, O95197, Q96GX9, P30048, P42224, Q9HD15, Q9NR09, Q15121, Q6NUQ4, P61289, Q9NQC3, Q13043, Q07021, Q16539, Q9H832, Q96F07, O00213, P35900, P11234, P42858, Q9NXR7, P42771, Q99836, Q66K74, P55060, Q13153",681,567,16792,1.348136753,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0021670~lateral ventricle development,3,0.412087912,0.082622458,"Q8TE73, Q00534, Q68CZ1",681,12,16792,6.164464023,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0043248~proteasome assembly,3,0.412087912,0.082622458,"P55036, P48556, Q16186",681,12,16792,6.164464023,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0031581~hemidesmosome assembly,3,0.412087912,0.082622458,"P16144, P23229, P11047",681,12,16792,6.164464023,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0043206~extracellular fibril organization,3,0.412087912,0.082622458,"P20908, Q13418, P62942",681,12,16792,6.164464023,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0031000~response to caffeine,3,0.412087912,0.082622458,"Q92769, Q02127, P62942",681,12,16792,6.164464023,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0048839~inner ear development,5,0.686813187,0.083044479,"P84074, P09619, Q06124, P09486, P49715",681,41,16792,3.007055621,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0031397~negative regulation of protein ubiquitination,5,0.686813187,0.083044479,"O94874, Q99653, Q99497, Q6DKJ4, P06241",681,41,16792,3.007055621,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0032148~activation of protein kinase B activity,4,0.549450549,0.086279763,"Q9BZF1, Q99497, Q6A1A2, P05230",681,26,16792,3.793516322,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0006869~lipid transport,7,0.961538462,0.087249679,"Q9BZF1, P07602, P55058, Q9BUR5, Q9UID3, Q9BSJ8, Q969R2",681,76,16792,2.271118324,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0030324~lung development,7,0.961538462,0.087249679,"P28300, P05230, P09486, Q9UBM7, P49715, Q15750, P26006",681,76,16792,2.271118324,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0060348~bone development,5,0.686813187,0.08899636,"Q5JTC6, Q32P28, O75386, P09486, P13797",681,42,16792,2.935459059,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0009612~response to mechanical stimulus,6,0.824175824,0.089987217,"P42224, P22460, P15407, P24821, P78330, P07996",681,59,16792,2.507578586,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0071407~cellular response to organic cyclic compound,6,0.824175824,0.089987217,"P42224, P82094, P23229, P78406, P49715, P40763",681,59,16792,2.507578586,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0036498~IRE1-mediated unfolded protein response,6,0.824175824,0.089987217,"O14653, Q9Y4L1, Q969H8, O75460, Q9Y490, Q8N6T3",681,59,16792,2.507578586,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0030336~negative regulation of cell migration,8,1.098901099,0.090472087,"Q9BZF1, P18206, P10114, P10301, Q14195, P05121, Q7Z6B7, Q9Y3L5",681,95,16792,2.076451039,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0002224~toll-like receptor signaling pathway,4,0.549450549,0.094277235,"P07711, P07858, P14625, Q99836",681,27,16792,3.653015718,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0045669~positive regulation of osteoblast differentiation,6,0.824175824,0.095081802,"Q16832, O00299, Q15904, P35222, Q13418, P49715",681,60,16792,2.465785609,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0071850~mitotic cell cycle arrest,3,0.412087912,0.095108,"Q8TAE8, P38936, Q8TCS8",681,13,16792,5.690274483,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0034975~protein folding in endoplasmic reticulum,3,0.412087912,0.095108,"Q8N766, P14625, P27824",681,13,16792,5.690274483,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0006536~glutamate metabolic process,3,0.412087912,0.095108,"P00505, P17174, P49448",681,13,16792,5.690274483,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0051131~chaperone-mediated protein complex assembly,3,0.412087912,0.095108,"P78371, Q92526, P10809",681,13,16792,5.690274483,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0045088~regulation of innate immune response,3,0.412087912,0.095108,"Q3LXA3, Q9NZ08, Q9Y3Z3",681,13,16792,5.690274483,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0005975~carbohydrate metabolic process,12,1.648351648,0.096292297,"O95336, O60701, Q14435, Q14697, P06280, P30837, P08195, P07195, P40925, P17050, P50213, P48735",681,174,16792,1.7005418,1,1,0.984794908
GOTERM_BP_DIRECT,GO:0006396~RNA processing,8,1.098901099,0.098382536,"Q93062, Q96Q11, Q7Z333, Q7L2E3, Q12849, Q9H9J2, Q8TCS8, Q6P158",681,97,16792,2.033637616,1,1,0.984794908
